host_unix_s,host_elapsed_s,host_dt_s,mcu_timestamp_ms,mcu_elapsed_s,response_status,terminated,pendulum_angle_deg,pendulum_error_deg,pendulum_velocity_dps_est,rotor_angle_deg,rotor_velocity_dps_est,motor_speed_pps_observed,l6474_status_raw
1789388394.4738164,1.0241330000571907,0.0197397000156343,373184,1.024,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.4942129,1.0448947000550106,0.02076169999781996,373204,1.044,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.517537,1.0676971999928355,0.022802499937824905,373225,1.065,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.5366862,1.086986800073646,0.019289600080810487,373245,1.085,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.555867,1.106084700091742,0.01909790001809597,373265,1.105,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.5756452,1.126038599992171,0.01995389990042895,373285,1.125,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.5953045,1.1463034000480548,0.020264800055883825,373305,1.145,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.6175451,1.1680791000835598,0.021775700035504997,373325,1.165,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.6370354,1.187521200045012,0.019442099961452186,373346,1.186,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.6566937,1.2076823000097647,0.020161099964752793,373366,1.206,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.6746345,1.2252664000261575,0.017584100016392767,373386,1.226,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.6953046,1.2457278000656515,0.020461400039494038,373406,1.246,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.7166708,1.2670865000691265,0.02135870000347495,373426,1.266,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.7359598,1.2865548999980092,0.019468399928882718,373447,1.287,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.7558763,1.3059721000026911,0.019417200004681945,373466,1.306,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.7756484,1.3265427000587806,0.02057060005608946,373487,1.327,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.7965584,1.3467777000041679,0.020234999945387244,373507,1.347,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.8156464,1.3666055999929085,0.019827899988740683,373527,1.367,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.8354692,1.386404399992898,0.01979879999998957,373547,1.387,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.855465,1.406168800080195,0.019764400087296963,373567,1.407,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.8750732,1.426024500047788,0.019855699967592955,373587,1.427,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.896413,1.4466352000599727,0.02061070001218468,373608,1.448,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.9173458,1.4678141000913456,0.021178900031372905,373628,1.468,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.9357958,1.4862087999936193,0.018394699902273715,373648,1.488,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.9542873,1.5043497000588104,0.01814090006519109,373668,1.508,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.9743006,1.5251553000416607,0.020805599982850254,373688,1.528,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388394.9951098,1.5457164000254124,0.020561099983751774,373708,1.548,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.017816,1.5682694000424817,0.02255300001706928,373728,1.568,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.0360074,1.5870449000503868,0.018775500007905066,373749,1.589,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.0556786,1.6059258000459522,0.018880899995565414,373769,1.609,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.075996,1.6260798000730574,0.020154000027105212,373789,1.629,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.0943334,1.6449865000322461,0.0189066999591887,373809,1.649,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.1169238,1.6670982000650838,0.02211170003283769,373829,1.669,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.1366384,1.686712700058706,0.019614499993622303,373850,1.69,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.1549163,1.706016100011766,0.019303399953059852,373870,1.71,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.1756659,1.7263088000472635,0.020292700035497546,373890,1.73,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.195337,1.74590460001491,0.0195957999676466,373910,1.75,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.2172801,1.767834100057371,0.02192950004246086,373930,1.77,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.2360432,1.786870300071314,0.019036200013943017,373950,1.79,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.256872,1.8072431000182405,0.020372799946926534,373971,1.811,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.2755485,1.8258243000600487,0.018581200041808188,373991,1.831,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.2959301,1.8466795000713319,0.02085520001128316,374011,1.851,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.3171146,1.8678952000336722,0.021215699962340295,374031,1.871,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.3367712,1.8878037000540644,0.01990850002039224,374051,1.891,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.3552387,1.9057731000939384,0.017969400039874017,374071,1.911,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.3750234,1.9252651000861079,0.01949199999216944,374091,1.931,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.3952692,1.9457057000836357,0.020440599997527897,374111,1.951,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.4169288,1.9675216000759974,0.021815899992361665,374132,1.972,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.435613,1.9862717000069097,0.018750099930912256,374152,1.992,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.4552886,2.00561450002715,0.019342800020240247,374172,2.012,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.4753509,2.026123800082132,0.020509300054982305,374192,2.032,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.495708,2.0465241000056267,0.020400299923494458,374212,2.052,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.5167756,2.0674512000987306,0.020927100093103945,374232,2.072,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.5366728,2.0867745000869036,0.01932329998817295,374253,2.093,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.5557706,2.1066067999927327,0.01983229990582913,374273,2.113,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.5761564,2.1263508000411093,0.01974400004837662,374293,2.133,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.5964222,2.146734100067988,0.020383300026878715,374313,2.153,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.6170843,2.167323400033638,0.020589299965649843,374333,2.173,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.6360652,2.1867075000191107,0.019384099985472858,374354,2.194,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.6550348,2.205864100018516,0.019156599999405444,374374,2.214,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.6753008,2.22598830005154,0.020124200033023953,374394,2.234,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.6955602,2.2459841000381857,0.01999579998664558,374414,2.254,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.7191896,2.269390600034967,0.02340649999678135,374434,2.274,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.7414093,2.2923345000017434,0.02294389996677637,374460,2.3,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.7556026,2.3059370000846684,0.013602500082924962,374475,2.315,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.7758243,2.3261804000940174,0.02024340000934899,374495,2.335,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.7954798,2.3461113000521436,0.019930899958126247,374515,2.355,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.8179915,2.3680914000142366,0.021980099962092936,374535,2.375,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.8355725,2.3865303000202402,0.018438900006003678,374555,2.395,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.8564293,2.4064961000112817,0.019965799991041422,374575,2.415,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.875449,2.426188900019042,0.019692800007760525,374596,2.436,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.8960927,2.446956600062549,0.02076770004350692,374616,2.456,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.9169114,2.467521700076759,0.020565100014209747,374636,2.476,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.9374957,2.4876530000474304,0.020131299970671535,374656,2.496,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.9555283,2.506015000049956,0.018362000002525747,374676,2.516,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.9756987,2.526206300011836,0.02019129996187985,374696,2.536,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388395.9963033,2.5471249000402167,0.02091860002838075,374717,2.557,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.0167992,2.5671299000969157,0.02000500005669892,374737,2.577,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.0362527,2.586534700007178,0.019404799910262227,374757,2.597,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.0564215,2.607261900091544,0.020727200084365904,374777,2.617,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.0752227,2.625968200038187,0.018706299946643412,374797,2.637,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.096305,2.647232500021346,0.021264299983158708,374817,2.657,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.1166215,2.6676272000186145,0.020394699997268617,374838,2.678,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.1359437,2.686206700047478,0.01857950002886355,374858,2.698,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.1553776,2.7057877000188455,0.01958099997136742,374878,2.718,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.1751964,2.725807400071062,0.02001970005221665,374898,2.738,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.1957896,2.7466531000100076,0.020845699938945472,374918,2.758,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.2184458,2.7686092000221834,0.02195610001217574,374938,2.778,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.2376525,2.787776300101541,0.019167100079357624,374959,2.799,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.2557414,2.8063004000578076,0.018524099956266582,374979,2.819,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.2757318,2.826604900066741,0.020304500008933246,374999,2.839,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.2949357,2.8458161000162363,0.019211199949495494,375019,2.859,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.3174345,2.8675004000542685,0.021684300038032234,375039,2.879,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.3369608,2.8874804000370204,0.019979999982751906,375059,2.899,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.356143,2.9067172000650316,0.019236800028011203,375079,2.919,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.3749719,2.9259043000638485,0.019187099998816848,375100,2.94,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.395639,2.946506100008264,0.02060179994441569,375120,2.96,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.4172642,2.96763580001425,0.021129700005985796,375140,2.98,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.436661,2.986738200066611,0.01910240005236119,375160,3.0,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.4579875,3.0089391000801697,0.022200900013558567,375181,3.021,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.4748006,3.0254319000523537,0.016492799972184002,375200,3.04,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.495581,3.0458959999959916,0.020464099943637848,375221,3.061,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.5163238,3.0673345000250265,0.021438500029034913,375241,3.081,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.5368826,3.087210200028494,0.0198757000034675,375261,3.101,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.5560055,3.1061877000611275,0.018977500032633543,375281,3.121,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.575102,3.1257842000341043,0.019596499972976744,375301,3.141,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.5951934,3.14565910003148,0.019874899997375906,375321,3.161,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.6167588,3.1676160000497475,0.021956900018267334,375342,3.182,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.6357608,3.186536299996078,0.018920299946330488,375362,3.202,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.6557536,3.2060580000979826,0.01952170010190457,375382,3.222,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.675805,3.2258813000516966,0.019823299953714013,375402,3.242,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.6963913,3.2464755000546575,0.02059420000296086,375422,3.262,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.716967,3.26758530002553,0.0211097999708727,375442,3.282,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.735443,3.28641850000713,0.018833199981600046,375463,3.303,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.7554846,3.3057036000536755,0.019285100046545267,375483,3.323,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.7750952,3.3256746000843123,0.019971000030636787,375503,3.343,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.795155,3.346103999996558,0.02042939991224557,375523,3.363,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.8172133,3.3674977000337094,0.021393700037151575,375543,3.383,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.8352818,3.3862757000606507,0.0187780000269413,375563,3.403,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.8553028,3.4061933000339195,0.019917599973268807,375583,3.423,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.874738,3.4263008000561967,0.020107500022277236,375604,3.444,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.8956957,3.445827800082043,0.019527000025846064,375624,3.464,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.9174035,3.4675469000358135,0.021719099953770638,375644,3.484,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.9364982,3.486845000064932,0.01929810002911836,375664,3.504,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.955247,3.505520800012164,0.018675799947232008,375684,3.524,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.9754293,3.5256103000137955,0.020089500001631677,375704,3.544,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388396.9952817,3.545376699999906,0.019766399986110628,375725,3.565,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.0162058,3.5671884000767022,0.021811700076796114,375745,3.585,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.0361667,3.5869864000706,0.019797999993897974,375765,3.605,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.0550635,3.6056294000009075,0.01864299993030727,375785,3.625,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.076164,3.6263623000122607,0.020732900011353195,375805,3.645,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.095157,3.6456064000958577,0.019244100083597004,375825,3.665,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.1171963,3.667523800046183,0.02191739995032549,375846,3.686,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.1357844,3.6863951000850648,0.0188713000388816,375866,3.706,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.1555717,3.705842600087635,0.01944750000257045,375886,3.726,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.1751227,3.7260545000899583,0.02021190000232309,375906,3.746,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.1956694,3.746424400014803,0.020369899924844503,375926,3.766,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.2172503,3.7674787000287324,0.021054300013929605,375946,3.786,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.23598,3.7865127000259236,0.01903399999719113,375967,3.807,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.255072,3.805688700056635,0.019176000030711293,375987,3.827,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.2756107,3.8260316000087187,0.020342899952083826,376007,3.847,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.2950425,3.8457121000392362,0.019680500030517578,376027,3.867,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.3176138,3.8679576000431553,0.022245500003919005,376047,3.887,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.3359861,3.886845900095068,0.018888300051912665,376068,3.908,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.3552353,3.9060503999935463,0.01920449989847839,376088,3.928,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.3756347,3.9261221000924706,0.02007170009892434,376108,3.948,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.3962426,3.9465426000533625,0.020420499960891902,376128,3.968,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.416977,3.9671115000965074,0.020568900043144822,376148,3.988,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.4366496,3.9870250000385568,0.019913499942049384,376168,4.008,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.4551923,4.005804100073874,0.018779100035317242,376188,4.028,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.4749594,4.025702400016598,0.019898299942724407,376209,4.049,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.4963555,4.047158000059426,0.021455600042827427,376229,4.069,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.5167012,4.0673859000671655,0.020227900007739663,376249,4.089,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.535949,4.086529400083236,0.019143500016070902,376269,4.109,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.5554574,4.105695700040087,0.019166299956850708,376289,4.129,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.5757961,4.126470600022003,0.02077489998191595,376309,4.149,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.595285,4.14555580005981,0.019085200037807226,376330,4.17,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
1789388397.617553,4.167889500036836,0.02233369997702539,376350,4.19,0,False,0.0,-180.0,0.0,0.0,0.0,0.0,65027
