host_t_s,mcu_timestamp_ms,status,terminated,accel_cmd_pps2,pendulum_deg,rotor_deg,measured_pps,target_pps,firmware_accel_pps2,l6474_status,host_command_age_ms
0.0006955999415367842,106498,0,False,2500.0,0.0,0.0,0.0,0.0,2500.0,65027.0,0.0
0.010396199999377131,106508,0,False,2500.0,0.0,0.0,0.0,24.193,2500.0,65027.0,0.0
